,1616,1666,1685,1710,1716,1735,1760,1766,1775,1780,1785,1791,1800,1810,1815,1825,1835,1840,1845,1855,1860,1865,1866,1870,1875,1879,1880,1885,1887,1890,1895,1897,1900,1901,1903,1905,1906,1907,1910,1911,1915,1920,1921,1925,1928,1930,1931,1935,1937,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9972944621251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3504180908203
"Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,,,,,,,,,,,,,,,,,,,,,,,,,21.9,,,,,22.5,,,,,,23.7959853305037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6178035736084
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.32,,,,,,,,,,,,,21.99,,,,,,,,,,,,,,,21.11,,,,,,,,,,,,,,21.82,,,,,,,,,,,,,,,,27.8507633209228
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9165727170237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5123825073242
India,,,,,,,,,,,,,,,13.04,,,,,,,,,,,,,,,,,,,,,13.04,,,,,13.52,,,12.5,,,,14.39,,,,,,,,15.38,,,,,,,,,,15.43,,,,,,,,,,17.1,,,,,,,,,,18.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9395790100098
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,,,,,,,,,,,19.2826819987516,,,,,,,,,,,,,,,,,,,21.6,,,,,,,,,,,,,,,22.1122436523438
Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,,,,,,,,,,19.7,,,,,,,,,,19.9,,,,,21,,,,,22,,,,,,,,,22.1446647644043
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8467423488188,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8413105010986
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5328207160465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7126808166504
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7955374032849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8736038208008
